segment_variable,group,n,question_number,scale_type,item,mean,pct_1_2,pct_4_5,pct_5,net
Contribution type,No contribution work,197,34,importance,Collaboration with the greater open source ecosystem,3.76,9.1,65.0,23.9,55.8
Contribution type,Community and code work,112,34,importance,Collaboration with the greater open source ecosystem,3.97,8.9,75.0,33.0,66.1
Contribution type,Community work only,87,34,importance,Collaboration with the greater open source ecosystem,3.76,9.2,63.2,25.3,54.0
Contribution type,Code / project work only,35,34,importance,Collaboration with the greater open source ecosystem,3.8,5.7,71.4,17.1,65.7
Contribution type,All respondents,431,38,importance,Personal capacity,4.22,3.7,82.8,44.5,79.1
Contribution type,No contribution work,197,38,importance,Personal capacity,4.22,3.0,80.7,46.2,77.7
Contribution type,Community and code work,112,38,importance,Personal capacity,4.21,5.4,84.8,42.9,79.5
Contribution type,Community work only,87,38,importance,Personal capacity,4.22,3.4,83.9,42.5,80.5
Contribution type,Code / project work only,35,38,importance,Personal capacity,4.29,2.9,85.7,45.7,82.9
Contribution type,All respondents,431,38,importance,Financial incentives/restraints,3.05,27.4,33.6,11.8,6.3
Contribution type,No contribution work,197,38,importance,Financial incentives/restraints,2.94,29.9,25.9,12.2,-4.1
Contribution type,Community and code work,112,38,importance,Financial incentives/restraints,3.04,28.6,35.7,8.0,7.1
Contribution type,Community work only,87,38,importance,Financial incentives/restraints,3.34,19.5,49.4,16.1,29.9
Contribution type,Code / project work only,35,38,importance,Financial incentives/restraints,3.0,28.6,31.4,11.4,2.9
Contribution type,All respondents,431,38,importance,Impact of my contributions to the project,3.4,14.4,47.8,12.8,33.4
Contribution type,No contribution work,197,38,importance,Impact of my contributions to the project,3.21,16.8,36.5,10.2,19.8
Contribution type,Community and code work,112,38,importance,Impact of my contributions to the project,3.61,12.5,58.0,19.6,45.5
Contribution type,Community work only,87,38,importance,Impact of my contributions to the project,3.49,12.6,54.0,10.3,41.4
Contribution type,Code / project work only,35,38,importance,Impact of my contributions to the project,3.6,11.4,62.9,11.4,51.4
Contribution type,All respondents,431,38,importance,Impact of my participation on my professional or personal life,3.6,9.5,58.5,15.3,49.0
Contribution type,No contribution work,197,38,importance,Impact of my participation on my professional or personal life,3.42,11.2,47.2,12.2,36.0
Contribution type,Community and code work,112,38,importance,Impact of my participation on my professional or personal life,3.71,8.0,67.0,15.2,58.9
Contribution type,Community work only,87,38,importance,Impact of my participation on my professional or personal life,3.84,6.9,71.3,20.7,64.4
Contribution type,Code / project work only,35,38,importance,Impact of my participation on my professional or personal life,3.66,11.4,62.9,20.0,51.4
Contribution type,All respondents,431,38,importance,Understanding how to participate,3.59,10.7,59.6,16.2,49.0
Contribution type,No contribution work,197,38,importance,Understanding how to participate,3.64,8.6,61.4,17.3,52.8
Contribution type,Community and code work,112,38,importance,Understanding how to participate,3.49,16.1,57.1,17.0,41.1
Contribution type,Community work only,87,38,importance,Understanding how to participate,3.6,6.9,57.5,12.6,50.6
Contribution type,Code / project work only,35,38,importance,Understanding how to participate,3.6,14.3,62.9,17.1,48.6
Contribution type,All respondents,431,38,importance,Mentorship or guidance,3.08,23.9,33.4,7.4,9.5
Contribution type,No contribution work,197,38,importance,Mentorship or guidance,3.13,20.8,31.5,8.6,10.7
Contribution type,Community and code work,112,38,importance,Mentorship or guidance,3.11,22.3,39.3,7.1,17.0
Contribution type,Community work only,87,38,importance,Mentorship or guidance,3.0,26.4,31.0,5.7,4.6
Contribution type,Code / project work only,35,38,importance,Mentorship or guidance,2.86,40.0,31.4,5.7,-8.6
Contribution type,All respondents,431,38,importance,Project roadmap,3.43,17.2,51.7,14.2,34.6
Contribution type,No contribution work,197,38,importance,Project roadmap,3.48,13.7,50.8,16.8,37.1
Contribution type,Community and code work,112,38,importance,Project roadmap,3.53,16.1,55.4,17.0,39.3
Contribution type,Community work only,87,38,importance,Project roadmap,3.21,25.3,46.0,9.2,20.7
Contribution type,Code / project work only,35,38,importance,Project roadmap,3.37,20.0,60.0,2.9,40.0
Contribution type,All respondents,431,38,importance,Project leadership,3.83,12.5,67.3,32.7,54.8
Contribution type,No contribution work,197,38,importance,Project leadership,3.89,9.1,67.0,35.5,57.9
Contribution type,Community and code work,112,38,importance,Project leadership,3.77,13.4,66.1,26.8,52.7
Contribution type,Community work only,87,38,importance,Project leadership,3.82,17.2,69.0,37.9,51.7
Contribution type,Code / project work only,35,38,importance,Project leadership,3.69,17.1,68.6,22.9,51.4
Contribution type,All respondents,431,38,importance,Project governance/policies,3.85,10.4,66.4,32.7,55.9
Contribution type,No contribution work,197,38,importance,Project governance/policies,3.92,7.1,67.5,35.5,60.4
Contribution type,Community and code work,112,38,importance,Project governance/policies,3.68,13.4,60.7,25.0,47.3
Contribution type,Community work only,87,38,importance,Project governance/policies,3.91,13.8,71.3,36.8,57.5
Contribution type,Code / project work only,35,38,importance,Project governance/policies,3.83,11.4,65.7,31.4,54.3
Contribution type,All respondents,431,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.99,7.7,75.6,33.6,68.0
Contribution type,No contribution work,197,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.04,6.1,74.6,37.6,68.5
Contribution type,Community and code work,112,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",4.04,5.4,81.2,29.5,75.9
Contribution type,Community work only,87,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.9,10.3,74.7,27.6,64.4
Contribution type,Code / project work only,35,38,importance,"Advocacy on behalf of web standards (accessibility, privacy, etc.)",3.86,17.1,65.7,40.0,48.6
Contribution type,All respondents,431,38,importance,Participation in the WordPress community,3.52,10.0,53.4,15.3,43.4
Contribution type,No contribution work,197,38,importance,Participation in the WordPress community,3.12,15.2,31.5,5.1,16.2
Contribution type,Community and code work,112,38,importance,Participation in the WordPress community,3.94,4.5,75.9,25.9,71.4
Contribution type,Community work only,87,38,importance,Participation in the WordPress community,3.92,4.6,74.7,24.1,70.1
Contribution type,Code / project work only,35,38,importance,Participation in the WordPress community,3.49,11.4,51.4,17.1,40.0
Contribution type,All respondents,431,38,importance,Feeling welcome/included,4.06,5.8,76.3,39.2,70.5
Contribution type,No contribution work,197,38,importance,Feeling welcome/included,3.88,7.6,66.5,33.5,58.9
Contribution type,Community and code work,112,38,importance,Feeling welcome/included,4.22,3.6,83.9,43.8,80.4
Contribution type,Community work only,87,38,importance,Feeling welcome/included,4.37,2.3,89.7,50.6,87.4
Contribution type,Code / project work only,35,38,importance,Feeling welcome/included,3.83,11.4,74.3,28.6,62.9
Contribution type,All respondents,431,38,importance,Participating in a language other than English,2.46,45.2,19.7,6.3,-25.5
Contribution type,No contribution work,197,38,importance,Participating in a language other than English,2.3,46.7,12.2,2.5,-34.5
Contribution type,Community and code work,112,38,importance,Participating in a language other than English,2.61,44.6,28.6,10.7,-16.1
Contribution type,Community work only,87,38,importance,Participating in a language other than English,2.68,40.2,26.4,11.5,-13.8
Contribution type,Code / project work only,35,38,importance,Participating in a language other than English,2.37,51.4,17.1,0.0,-34.3
Contribution type,All respondents,431,38,importance,Working asynchronously,3.61,11.6,55.5,24.1,43.9
Contribution type,No contribution work,197,38,importance,Working asynchronously,3.5,12.7,50.3,20.8,37.6
Contribution type,Community and code work,112,38,importance,Working asynchronously,3.79,8.9,62.5,32.1,53.6
Contribution type,Community work only,87,38,importance,Working asynchronously,3.59,10.3,55.2,19.5,44.8
Contribution type,Code / project work only,35,38,importance,Working asynchronously,3.69,17.1,62.9,28.6,45.7
Contribution type,All respondents,431,50,agreement,Attending in-person WordPress-related events is important to me.,3.13,35.3,46.6,21.3,11.4
Contribution type,No contribution work,197,50,agreement,Attending in-person WordPress-related events is important to me.,2.37,56.3,21.3,4.1,-35.0
Contribution type,Community and code work,112,50,agreement,Attending in-person WordPress-related events is important to me.,4.04,11.6,76.8,46.4,65.2
Contribution type,Community work only,87,50,agreement,Attending in-person WordPress-related events is important to me.,3.69,18.4,63.2,32.2,44.8
Contribution type,Code / project work only,35,50,agreement,Attending in-person WordPress-related events is important to me.,3.14,34.3,51.4,11.4,17.1
Contribution type,All respondents,431,57,importance,A location local to you,3.73,13.9,65.9,27.8,52.0
Contribution type,No contribution work,197,57,importance,A location local to you,3.77,13.2,67.0,30.5,53.8
Contribution type,Community and code work,112,57,importance,A location local to you,3.58,15.2,58.0,22.3,42.9
Contribution type,Community work only,87,57,importance,A location local to you,3.78,12.6,71.3,23.0,58.6
Contribution type,Code / project work only,35,57,importance,A location local to you,3.89,17.1,71.4,42.9,54.3
Contribution type,All respondents,431,57,importance,A regional/destination location,3.42,16.7,54.3,13.9,37.6
Contribution type,No contribution work,197,57,importance,A regional/destination location,3.37,15.7,51.8,10.7,36.0
Contribution type,Community and code work,112,57,importance,A regional/destination location,3.35,19.6,50.0,15.2,30.4
Contribution type,Community work only,87,57,importance,A regional/destination location,3.61,13.8,62.1,19.5,48.3
Contribution type,Code / project work only,35,57,importance,A regional/destination location,3.43,20.0,62.9,14.3,42.9
Contribution type,All respondents,431,57,importance,Events with smaller attendance,2.91,24.8,25.1,3.9,0.2
Contribution type,No contribution work,197,57,importance,Events with smaller attendance,3.11,18.3,32.5,6.1,14.2
Contribution type,Community and code work,112,57,importance,Events with smaller attendance,2.62,35.7,14.3,2.7,-21.4
Contribution type,Community work only,87,57,importance,Events with smaller attendance,2.86,26.4,20.7,2.3,-5.7
Contribution type,Code / project work only,35,57,importance,Events with smaller attendance,2.86,22.9,28.6,0.0,5.7
Contribution type,All respondents,431,57,importance,Events with larger attendance,2.72,31.6,16.9,2.8,-14.6
Contribution type,No contribution work,197,57,importance,Events with larger attendance,2.61,36.0,12.2,2.5,-23.9
Contribution type,Community and code work,112,57,importance,Events with larger attendance,2.71,30.4,17.9,0.9,-12.5
Contribution type,Community work only,87,57,importance,Events with larger attendance,2.93,25.3,24.1,5.7,-1.1
Contribution type,Code / project work only,35,57,importance,Events with larger attendance,2.86,25.7,22.9,2.9,-2.9
Contribution type,All respondents,431,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.37,18.1,52.9,11.8,34.8
Contribution type,No contribution work,197,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.48,12.7,57.9,11.2,45.2
Contribution type,Community and code work,112,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.21,22.3,46.4,8.9,24.1
Contribution type,Community work only,87,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.26,26.4,49.4,14.9,23.0
Contribution type,Code / project work only,35,57,importance,"Hard skill development (technical instruction, workshops, etc.)",3.51,14.3,54.3,17.1,40.0
Contribution type,All respondents,431,57,importance,"Soft skill development (business development, personal development, etc.)",3.08,24.8,38.5,6.7,13.7
Contribution type,No contribution work,197,57,importance,"Soft skill development (business development, personal development, etc.)",3.01,25.9,34.5,5.6,8.6
Contribution type,Community and code work,112,57,importance,"Soft skill development (business development, personal development, etc.)",3.04,26.8,37.5,5.4,10.7
